Elapsed Time,FP1,FP2,O1,O2,
00:00:00.2666,28.9306640625,25.634765625,22.3388671875,8.7890625,
00:00:00.2687,26.0009765625,23.0712890625,22.3388671875,4.7607421875,
00:00:00.2708,24.169921875,24.5361328125,25.634765625,13.18359375,
00:00:00.2729,20.8740234375,28.564453125,24.90234375,11.3525390625,
00:00:00.2749,22.705078125,32.5927734375,18.6767578125,2.9296875,
00:00:00.277,24.169921875,33.69140625,17.9443359375,1.0986328125,
00:00:00.2791,26.3671875,33.69140625,16.845703125,0.732421875,
00:00:00.2812,31.494140625,34.423828125,13.916015625,4.7607421875,
00:00:00.2833,28.9306640625,31.494140625,13.916015625,2.5634765625,
00:00:00.2854,26.0009765625,31.494140625,17.2119140625,6.2255859375,
00:00:00.2874,32.5927734375,39.1845703125,25.634765625,10.6201171875,
00:00:00.2895,31.1279296875,40.6494140625,26.3671875,13.18359375,
00:00:00.2916,29.296875,41.015625,18.310546875,18.6767578125,
00:00:00.2937,33.69140625,41.015625,15.7470703125,15.380859375,
00:00:00.2958,41.748046875,43.9453125,19.04296875,13.916015625,
00:00:00.2979,50.9033203125,44.3115234375,18.310546875,8.7890625,
00:00:00.2999,47.2412109375,41.748046875,15.380859375,4.7607421875,
00:00:00.302,41.015625,35.15625,15.0146484375,10.986328125,
00:00:00.3041,32.958984375,29.6630859375,15.7470703125,20.5078125,
00:00:00.3062,29.296875,32.5927734375,16.4794921875,21.6064453125,
00:00:00.3083,27.83203125,31.494140625,20.5078125,19.04296875,
00:00:00.3104,24.90234375,27.83203125,22.705078125,9.8876953125,
00:00:00.3124,24.5361328125,22.705078125,24.5361328125,5.859375,
00:00:00.3145,29.6630859375,21.6064453125,25.634765625,6.9580078125,
00:00:00.3166,34.423828125,23.8037109375,24.169921875,12.8173828125,
00:00:00.3187,32.958984375,23.0712890625,25.634765625,15.0146484375,
00:00:00.3208,28.9306640625,21.240234375,20.8740234375,10.25390625,
00:00:00.3229,26.7333984375,24.5361328125,15.380859375,9.521484375,
00:00:00.3249,24.90234375,22.705078125,14.2822265625,4.0283203125,
00:00:00.327,27.4658203125,21.6064453125,17.578125,10.25390625,
00:00:00.3291,28.564453125,17.578125,20.5078125,11.3525390625,
00:00:00.3312,29.296875,11.3525390625,19.4091796875,5.859375,
00:00:00.3333,29.296875,10.986328125,21.6064453125,8.056640625,
00:00:00.3354,26.7333984375,10.986328125,23.0712890625,20.8740234375,
00:00:00.3374,23.8037109375,11.3525390625,21.97265625,20.5078125,
00:00:00.3395,14.6484375,8.7890625,20.5078125,15.7470703125,
00:00:00.3416,4.0283203125,1.0986328125,24.169921875,16.845703125,
00:00:00.3437,-3.2958984375,-6.2255859375,27.83203125,17.9443359375,
00:00:00.3458,-6.591796875,-11.3525390625,34.7900390625,15.0146484375,
00:00:00.3479,-3.662109375,-13.18359375,38.4521484375,12.8173828125,
00:00:00.3499,4.0283203125,-6.2255859375,38.818359375,21.6064453125,
00:00:00.352,9.8876953125,2.9296875,38.0859375,28.1982421875,
00:00:00.3541,6.591796875,4.39453125,39.1845703125,28.9306640625,
00:00:00.3562,-6.2255859375,-1.0986328125,44.3115234375,36.2548828125,
00:00:00.3583,-11.3525390625,-5.859375,42.48046875,33.3251953125,
00:00:00.3604,-7.32421875,-0.732421875,38.0859375,25.634765625,
00:00:00.3624,3.662109375,8.4228515625,35.888671875,24.169921875,
00:00:00.3645,5.126953125,6.2255859375,28.564453125,24.169921875,
00:00:00.3666,2.9296875,5.859375,20.5078125,23.8037109375,
00:00:00.3687,8.056640625,11.71875,21.6064453125,26.3671875,
00:00:00.3708,6.9580078125,13.916015625,23.0712890625,26.3671875,
00:00:00.3729,6.9580078125,20.5078125,21.240234375,31.8603515625,
00:00:00.3749,8.056640625,24.169921875,21.6064453125,31.1279296875,
00:00:00.377,7.6904296875,23.8037109375,13.18359375,16.845703125,
00:00:00.3791,10.25390625,25.2685546875,6.9580078125,12.8173828125,
00:00:00.3812,20.8740234375,30.76171875,10.6201171875,9.8876953125,
00:00:00.3833,20.8740234375,27.4658203125,15.380859375,11.71875,
00:00:00.3854,19.04296875,28.564453125,14.6484375,20.1416015625,
00:00:00.3874,13.916015625,26.7333984375,17.578125,28.564453125,
00:00:00.3895,9.521484375,28.9306640625,15.380859375,32.5927734375,
00:00:00.3916,7.6904296875,28.1982421875,17.578125,25.2685546875,
00:00:00.3937,14.6484375,30.029296875,20.8740234375,26.0009765625,
00:00:00.3958,16.4794921875,32.5927734375,19.04296875,22.3388671875,
00:00:00.3979,22.3388671875,35.15625,18.310546875,21.97265625,
00:00:00.3999,24.169921875,33.69140625,20.8740234375,22.3388671875,
00:00:00.402,21.6064453125,32.2265625,19.04296875,28.1982421875,
00:00:00.4041,20.1416015625,32.5927734375,16.845703125,31.1279296875,
00:00:00.4062,14.2822265625,32.958984375,17.578125,29.296875,
00:00:00.4083,13.18359375,32.958984375,17.578125,25.634765625,
00:00:00.4104,13.5498046875,31.494140625,17.2119140625,25.634765625,
00:00:00.4124,16.845703125,31.494140625,15.0146484375,15.0146484375,
00:00:00.4145,23.0712890625,34.423828125,13.18359375,19.04296875,
00:00:00.4166,26.0009765625,33.69140625,14.6484375,21.6064453125,
00:00:00.4187,25.634765625,32.5927734375,15.380859375,20.1416015625,
00:00:00.4208,24.169921875,32.5927734375,15.0146484375,26.7333984375,
00:00:00.4229,16.845703125,30.029296875,12.0849609375,31.8603515625,
00:00:00.4249,16.4794921875,31.494140625,11.3525390625,24.90234375,
00:00:00.427,16.4794921875,28.1982421875,10.6201171875,18.6767578125,
00:00:00.4291,14.6484375,22.3388671875,14.2822265625,17.2119140625,
00:00:00.4312,19.4091796875,19.04296875,14.6484375,21.97265625,
00:00:00.4333,19.04296875,16.4794921875,20.1416015625,31.494140625,
00:00:00.4354,13.18359375,11.3525390625,19.4091796875,28.564453125,
00:00:00.4374,13.18359375,13.916015625,13.916015625,33.3251953125,
00:00:00.4395,14.2822265625,20.8740234375,14.6484375,32.2265625,
00:00:00.4416,10.986328125,19.4091796875,19.04296875,30.029296875,
00:00:00.4437,2.197265625,10.25390625,20.1416015625,20.8740234375,
00:00:00.4458,0.732421875,5.126953125,21.240234375,20.5078125,
00:00:00.4479,4.0283203125,0.732421875,18.6767578125,15.7470703125,
00:00:00.4499,2.197265625,-1.46484375,19.4091796875,19.4091796875,
00:00:00.452,-1.0986328125,-2.5634765625,25.2685546875,22.705078125,
00:00:00.4541,-0.732421875,2.197265625,27.83203125,22.705078125,
00:00:00.4562,-9.521484375,0.732421875,27.4658203125,22.3388671875,
00:00:00.4583,-10.6201171875,0.732421875,26.0009765625,20.1416015625,
00:00:00.4604,-9.8876953125,-0.3662109375,26.0009765625,15.380859375,
00:00:00.4624,-11.3525390625,-4.39453125,28.9306640625,14.6484375,
00:00:00.4645,-6.9580078125,-4.39453125,28.564453125,17.2119140625,
00:00:00.4666,-3.2958984375,-2.197265625,27.4658203125,10.986328125,
00:00:00.4687,-2.9296875,0.732421875,25.634765625,17.9443359375,
00:00:00.4708,-0.732421875,4.39453125,24.169921875,15.0146484375,
00:00:00.4729,-5.126953125,4.39453125,27.4658203125,14.2822265625,
00:00:00.4749,-7.32421875,2.9296875,27.4658203125,19.04296875,
00:00:00.477,-4.39453125,4.7607421875,26.0009765625,13.5498046875,
00:00:00.4791,-3.662109375,4.7607421875,24.90234375,5.126953125,
00:00:00.4812,0.3662109375,3.2958984375,21.97265625,-3.662109375,
00:00:00.4833,5.126953125,4.0283203125,15.0146484375,-10.25390625,
00:00:00.4854,8.056640625,7.32421875,15.7470703125,0.3662109375,
00:00:00.4874,8.7890625,12.8173828125,17.2119140625,8.056640625,
00:00:00.4895,3.2958984375,13.5498046875,21.6064453125,8.7890625,
00:00:00.4916,4.7607421875,17.9443359375,26.7333984375,19.04296875,
00:00:00.4937,13.18359375,22.705078125,27.4658203125,9.8876953125,
00:00:00.4958,18.6767578125,24.5361328125,24.5361328125,-2.9296875,
00:00:00.4979,18.310546875,20.8740234375,25.634765625,5.859375,
00:00:00.4999,19.4091796875,21.6064453125,25.2685546875,9.521484375,
00:00:00.502,22.3388671875,27.83203125,25.634765625,14.6484375,
00:00:00.5041,22.3388671875,30.029296875,25.634765625,21.97265625,
00:00:00.5062,16.845703125,32.5927734375,19.4091796875,20.5078125,
00:00:00.5083,16.4794921875,33.3251953125,15.7470703125,21.240234375,
00:00:00.5104,17.2119140625,31.494140625,21.240234375,17.9443359375,
00:00:00.5124,19.04296875,31.1279296875,28.9306640625,24.90234375,
00:00:00.5145,27.4658203125,32.958984375,30.029296875,27.83203125,
00:00:00.5166,32.5927734375,34.7900390625,30.76171875,28.564453125,
00:00:00.5187,25.634765625,26.7333984375,32.2265625,43.9453125,
00:00:00.5208,17.2119140625,22.3388671875,24.90234375,54.931640625,
00:00:00.5229,15.0146484375,31.8603515625,19.04296875,45.41015625,
00:00:00.5249,17.9443359375,40.283203125,15.0146484375,42.48046875,
00:00:00.527,23.8037109375,45.41015625,11.3525390625,44.677734375,
00:00:00.5291,29.6630859375,47.607421875,8.7890625,38.4521484375,
00:00:00.5312,33.69140625,46.875,11.3525390625,47.9736328125,
00:00:00.5333,31.8603515625,42.48046875,13.916015625,53.466796875,
00:00:00.5354,25.634765625,36.2548828125,19.04296875,61.1572265625,
00:00:00.5374,20.8740234375,36.9873046875,18.6767578125,61.5234375,
00:00:00.5395,17.2119140625,39.1845703125,16.4794921875,67.0166015625,
00:00:00.5416,16.845703125,39.9169921875,17.9443359375,68.115234375,
00:00:00.5437,16.845703125,36.9873046875,20.8740234375,64.453125,
00:00:00.5458,17.578125,38.0859375,22.705078125,63.3544921875,
00:00:00.5479,23.0712890625,41.748046875,22.705078125,61.8896484375,
00:00:00.5499,24.169921875,43.212890625,20.8740234375,56.396484375,
00:00:00.552,17.578125,39.9169921875,17.9443359375,56.7626953125,
00:00:00.5541,10.6201171875,39.9169921875,14.2822265625,57.861328125,
00:00:00.5562,5.859375,44.677734375,17.2119140625,53.466796875,
00:00:00.5583,6.9580078125,45.7763671875,17.2119140625,58.59375,
00:00:00.5604,4.7607421875,41.748046875,14.2822265625,53.1005859375,
00:00:00.5624,3.662109375,38.0859375,16.845703125,37.353515625,
00:00:00.5645,4.39453125,35.5224609375,15.7470703125,33.69140625,
00:00:00.5666,3.2958984375,34.423828125,11.3525390625,36.9873046875,
00:00:00.5687,-0.3662109375,30.029296875,12.8173828125,34.7900390625,
00:00:00.5708,-4.0283203125,28.564453125,17.2119140625,42.48046875,
00:00:00.5729,-8.056640625,29.6630859375,18.6767578125,40.283203125,
00:00:00.5749,-6.9580078125,31.1279296875,12.8173828125,36.2548828125,
00:00:00.577,-5.126953125,32.2265625,7.32421875,21.6064453125,
00:00:00.5791,3.2958984375,38.0859375,2.9296875,10.25390625,
00:00:00.5812,12.0849609375,39.9169921875,5.859375,13.5498046875,
00:00:00.5833,13.5498046875,39.9169921875,9.521484375,21.240234375,
00:00:00.5854,12.8173828125,40.283203125,8.7890625,16.845703125,
00:00:00.5874,12.8173828125,42.48046875,8.7890625,17.578125,
00:00:00.5895,8.4228515625,44.677734375,13.5498046875,21.6064453125,
00:00:00.5916,8.056640625,46.5087890625,17.9443359375,29.296875,
00:00:00.5937,12.8173828125,48.33984375,19.4091796875,25.634765625,
00:00:00.5958,16.4794921875,50.537109375,17.578125,17.9443359375,
00:00:00.5979,23.0712890625,50.537109375,15.7470703125,15.0146484375,
00:00:00.5999,24.90234375,50.537109375,15.0146484375,10.986328125,
00:00:00.602,26.0009765625,52.734375,16.845703125,9.8876953125,
00:00:00.6041,22.705078125,53.1005859375,20.8740234375,19.04296875,
00:00:00.6062,14.6484375,51.26953125,20.5078125,13.916015625,
00:00:00.6083,11.71875,49.8046875,21.6064453125,17.2119140625,
00:00:00.6104,10.25390625,45.7763671875,22.705078125,12.8173828125,
00:00:00.6124,11.71875,44.677734375,22.3388671875,15.380859375,
00:00:00.6145,20.1416015625,47.607421875,20.8740234375,15.7470703125,
00:00:00.6166,24.90234375,49.8046875,19.04296875,8.4228515625,
00:00:00.6187,26.0009765625,50.1708984375,23.8037109375,18.6767578125,
00:00:00.6208,26.3671875,54.5654296875,26.0009765625,22.705078125,
00:00:00.6229,20.8740234375,53.1005859375,28.564453125,22.705078125,
00:00:00.6249,13.18359375,46.142578125,27.4658203125,26.7333984375,
00:00:00.627,10.6201171875,42.1142578125,26.3671875,24.169921875,
00:00:00.6291,18.310546875,47.2412109375,17.9443359375,11.71875,
00:00:00.6312,28.1982421875,52.734375,15.7470703125,9.8876953125,
00:00:00.6333,32.2265625,54.19921875,21.240234375,21.6064453125,
00:00:00.6354,25.2685546875,47.9736328125,31.494140625,28.9306640625,
00:00:00.6374,23.0712890625,46.875,29.6630859375,33.3251953125,
00:00:00.6395,21.6064453125,50.9033203125,22.705078125,33.69140625,
00:00:00.6416,20.1416015625,51.6357421875,20.8740234375,33.3251953125,
00:00:00.6437,20.8740234375,47.607421875,17.9443359375,34.7900390625,
00:00:00.6458,25.2685546875,43.9453125,14.6484375,29.296875,
00:00:00.6479,22.705078125,36.62109375,16.4794921875,21.6064453125,
00:00:00.6499,22.3388671875,35.15625,17.578125,25.634765625,
00:00:00.652,20.1416015625,32.5927734375,16.4794921875,27.4658203125,
00:00:00.6541,16.4794921875,30.029296875,18.6767578125,25.634765625,
00:00:00.6562,9.521484375,28.1982421875,18.310546875,33.3251953125,
00:00:00.6583,2.5634765625,20.1416015625,25.2685546875,39.55078125,
00:00:00.6604,5.859375,19.4091796875,31.1279296875,36.2548828125,
00:00:00.6624,5.859375,16.4794921875,30.029296875,32.958984375,
00:00:00.6645,10.6201171875,15.0146484375,30.029296875,39.9169921875,
00:00:00.6666,13.18359375,15.7470703125,30.76171875,39.55078125,
00:00:00.6687,11.71875,16.845703125,38.0859375,46.875,
00:00:00.6708,6.2255859375,12.0849609375,42.8466796875,52.734375,
00:00:00.6729,0.3662109375,13.5498046875,39.9169921875,48.33984375,
00:00:00.6749,-1.0986328125,13.916015625,36.62109375,47.9736328125,
00:00:00.677,-4.0283203125,11.3525390625,32.2265625,36.62109375,
00:00:00.6791,4.39453125,15.0146484375,32.958984375,35.5224609375,
00:00:00.6812,15.7470703125,20.1416015625,31.1279296875,32.958984375,
00:00:00.6833,21.240234375,26.3671875,33.3251953125,32.2265625,
00:00:00.6854,19.4091796875,26.3671875,34.7900390625,45.41015625,
00:00:00.6874,20.5078125,28.1982421875,35.5224609375,46.5087890625,
00:00:00.6895,14.6484375,31.8603515625,35.5224609375,49.8046875,
00:00:00.6916,9.521484375,30.029296875,31.1279296875,46.142578125,
00:00:00.6937,9.8876953125,32.2265625,25.2685546875,46.875,
00:00:00.6958,16.845703125,36.9873046875,23.0712890625,37.353515625,
00:00:00.6979,23.8037109375,38.4521484375,26.7333984375,43.5791015625,
00:00:00.6999,29.296875,41.015625,33.69140625,48.33984375,
00:00:00.702,31.8603515625,40.283203125,44.677734375,47.2412109375,
00:00:00.7041,24.169921875,35.888671875,43.9453125,49.072265625,
00:00:00.7062,16.845703125,35.888671875,33.3251953125,58.59375,
00:00:00.7083,21.6064453125,44.677734375,15.380859375,56.396484375,
00:00:00.7104,22.705078125,40.6494140625,9.521484375,49.072265625,
00:00:00.7124,27.4658203125,41.748046875,15.7470703125,43.212890625,
00:00:00.7145,35.5224609375,42.1142578125,19.04296875,41.748046875,
00:00:00.7166,35.15625,40.6494140625,22.3388671875,47.2412109375,
00:00:00.7187,33.3251953125,41.015625,20.8740234375,42.1142578125,
00:00:00.7208,35.15625,47.2412109375,19.04296875,47.9736328125,
00:00:00.7229,31.1279296875,46.5087890625,20.1416015625,47.607421875,
00:00:00.7249,28.1982421875,44.677734375,21.240234375,42.8466796875,
00:00:00.727,27.4658203125,46.142578125,19.4091796875,32.958984375,
00:00:00.7291,27.4658203125,43.212890625,20.5078125,29.296875,
00:00:00.7312,28.564453125,38.0859375,26.0009765625,28.9306640625,
00:00:00.7333,28.1982421875,35.888671875,27.4658203125,32.5927734375,
00:00:00.7354,33.3251953125,47.2412109375,22.705078125,33.3251953125,
00:00:00.7374,33.69140625,46.5087890625,17.578125,35.5224609375,
00:00:00.7395,28.564453125,39.1845703125,8.4228515625,20.8740234375,
00:00:00.7416,27.83203125,36.9873046875,17.9443359375,24.169921875,
00:00:00.7437,31.8603515625,46.142578125,30.76171875,24.5361328125,
00:00:00.7458,38.0859375,50.1708984375,36.2548828125,20.1416015625,
00:00:00.7479,39.55078125,41.748046875,36.2548828125,11.3525390625,
00:00:00.7499,36.62109375,35.5224609375,26.7333984375,12.0849609375,
00:00:00.752,36.2548828125,34.423828125,19.4091796875,11.3525390625,
00:00:00.7541,31.8603515625,31.8603515625,16.845703125,1.46484375,
00:00:00.7562,21.97265625,28.564453125,23.8037109375,0.732421875,
00:00:00.7583,16.845703125,24.90234375,27.83203125,5.859375,
00:00:00.7604,18.6767578125,22.3388671875,32.5927734375,9.8876953125,
00:00:00.7624,21.6064453125,22.705078125,35.888671875,11.3525390625,
00:00:00.7645,28.9306640625,27.4658203125,29.296875,6.9580078125,
00:00:00.7666,28.1982421875,24.169921875,26.7333984375,3.2958984375,
00:00:00.7687,22.705078125,17.578125,28.564453125,1.0986328125,
00:00:00.7708,22.3388671875,16.4794921875,29.296875,8.4228515625,
00:00:00.7729,17.2119140625,17.9443359375,37.353515625,26.7333984375,
00:00:00.7749,10.25390625,16.4794921875,39.55078125,26.0009765625,
00:00:00.777,9.8876953125,15.380859375,38.4521484375,10.986328125,
00:00:00.7791,12.0849609375,12.0849609375,40.6494140625,11.71875,
00:00:00.7812,20.8740234375,16.845703125,40.283203125,14.2822265625,
00:00:00.7833,21.6064453125,16.845703125,39.1845703125,11.71875,
00:00:00.7854,16.845703125,10.986328125,35.5224609375,6.591796875,
00:00:00.7874,6.2255859375,3.662109375,30.76171875,10.6201171875,
00:00:00.7895,0.3662109375,3.662109375,30.76171875,9.521484375,
00:00:00.7916,7.32421875,11.71875,35.5224609375,11.71875,
00:00:00.7937,4.7607421875,4.7607421875,35.888671875,8.056640625,
00:00:00.7958,4.7607421875,3.662109375,33.3251953125,5.859375,
00:00:00.7979,13.18359375,7.6904296875,26.3671875,2.5634765625,
00:00:00.7999,17.578125,13.5498046875,21.6064453125,4.7607421875,
00:00:00.802,21.240234375,19.04296875,20.8740234375,9.521484375,
00:00:00.8041,21.97265625,20.1416015625,24.169921875,4.39453125,
